id,asset_bundle,created_date,closing_date,closing_extendable,expiration_time,listing_time,order_hash,metadata,exchange,maker,taker,current_price,current_bounty,bounty_multiple,maker_relayer_fee,taker_relayer_fee,maker_protocol_fee,taker_protocol_fee,maker_referrer_fee,fee_recipient,fee_method,side,sale_kind,target,how_to_call,calldata,replacement_pattern,static_target,static_extradata,payment_token,payment_token_contract,base_price,extra,quantity,salt,v,r,s,approved_on_chain,cancelled,finalized,marked_invalid,prefixed_hash,asset_unique_id,number_sales,creator_fee,description,external_link,image_url,animation_url
1408637394,,2021-10-30T23:13:16.853689,2021-10-31T03:13:16,False,1635649996,1635635496,0x5bb0c6a4ae7bec51e0ddf9d67018e2468f4ce817588f9ac5001ec314cda0bd68,"{'asset': {'id': '1985', 'address': '0x950b9476a4de757bb134483029ac4ec17e739e3a'}, 'schema': 'ERC721', 'referrerAddress': ''}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': None, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/24.png', 'address': '0xc4ca1638ef803664972894770ffbaa8213617b25', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",2.64e+17,2640000000000000,0.01,0,750,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0x950b9476a4de757bb134483029ac4ec17e739e3a,0,0x23b872dd0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c4ca1638ef803664972894770ffbaa8213617b2500000000000000000000000000000000000000000000000000000000000007c1,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4304.949999999999818000'}",264000000000000000,0,1,61538844554956322182837595006988547063953087510543750496883126582913364234209,28.0,0x7b32173b76f99f4591dcb3a8f2117132688839dbe9acfe487305fdbbe885bc24,0x5cdc58f6c6321f82d0ce1f4ee3062750d376b02fa4762cdd8dfdaab5df052794,False,False,False,False,0x5c7007d20183ced53dd9c5e1c58305c3d581677076ae9e042e8f03de5e39ea85,1985-0x950b9476a4de757bb134483029ac4ec17e739e3a,0,750,"The year is 2050. Humans are an interplanetary species and have all but abandoned the post-apocalyptic shatters of society on earth. Cats have taken over. One crime-ridden, nondescript inner city is inhabited by a group of cats collectively known as the Gutter Cats. With a bird’s-eye view of the Autonomous Zone, the Gutter Pigeons keep their claws on the pulse of the power dynamics below. Purveyors of misinformation and peddlers of mistrust, the Pigeons, known as the “Rats of the Sky” in the Gutter, have created an intricate smuggling network to transport contraband, news, and rumors into the streets.",https://guttercatgang.com,https://lh3.googleusercontent.com/X2Sa-pT7JO7nK_UyWcRJQDjQH7oWADWeb-PXSBtug5DtFkHVnomw8NUFUz6BXfNiTgxD1Ru7-x5OFrj3qk50AZ3tH2huYfMYeum4CA,
1408637393,,2021-10-30T23:13:16.850044,2021-10-31T03:13:09,False,1635649989,1635635489,0x023b885ff8f00253b1edf8e869307dfba2e445fecd9bae669a4080d57b643fb3,"{'asset': {'id': '269', 'address': '0x4f89cd0cae1e54d98db6a80150a824a533502eea'}, 'schema': 'ERC721', 'referrerAddress': ''}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': None, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/2.png', 'address': '0x0edc7dd6182f071b5936b3973f0e35e4027b925d', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",3.992e+17,3992000000000000,0.01,0,500,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0x4f89cd0cae1e54d98db6a80150a824a533502eea,0,0x23b872dd00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000edc7dd6182f071b5936b3973f0e35e4027b925d000000000000000000000000000000000000000000000000000000000000010d,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4304.949999999999818000'}",399200000000000000,0,1,13607520827412490971078960965329412140395047102076376152784722793323386872951,28.0,0xd2739b026fcde3c9a74f7d8285df22032a60e88abc72a63460b665a07267bdb4,0x748a107782ea2686fec2a968306da42207efe35d9148a0e385b2ab49fe39fa81,False,False,False,False,0xabe087382966464e651fa4c455b37d11990862c186da1bd188c8528011eebe9c,269-0x4f89cd0cae1e54d98db6a80150a824a533502eea,1,500,A peaceful creature that will follow you on your adventures through this digital psychedelic experience!,,https://lh3.googleusercontent.com/u_5yMKiLKT9RGJrLvCZUcpE3IK3NopFC2eyuHHip7Dg_3KvyIhjh6L7Ba3U4C3DGGwbBg7rXaMeYw2ZTGZM-KAfz3rCIITjneZPA,https://storage.opensea.io/files/fc7b118d063eb1cb2cd3be5df17f4f4a.gif
1408637392,,2021-10-30T23:13:16.835156,2021-10-31T00:00:00,False,1635638400,1635635494,0x6c264f2c6947d5901e858d1bb2d32f2defbc0a13fa06146093316558031460c8,"{'asset': {'id': '5860', 'address': '0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d'}, 'schema': 'ERC721'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'KJ1D'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/22.png', 'address': '0x9930afbe9b5ee2ac63acfba2403be1ea780b95fd', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",3.0014000000000004e+19,300140000000000030,0.01,0,500,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,0,0x23b872dd00000000000000000000000000000000000000000000000000000000000000000000000000000000000000009930afbe9b5ee2ac63acfba2403be1ea780b95fd00000000000000000000000000000000000000000000000000000000000016e4,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4304.949999999999818000'}",30014000000000003000,0,1,22467980344534226163008835440515897271547487074319213742598145798837064521846,28.0,0xb382920ba841a1343ac3847c62fd083c4c7127a5fed600912b667812007dac96,0x2a23e0e852c0fff1bf93e87b56f989b788ac490ca7e978b281865f0b1ddf32b1,False,False,False,False,0xf1e44c5a901c796ded8e00169dbb69eba4e1abc402decb78e101f532b82140e5,5860-0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2,500,,,https://lh3.googleusercontent.com/JmevzGiquuGTAPMy6eKKKYUHhuT79N7VFGfHTK8h81bpgz5E9b-HaLDTiZzCdmPckdKS7W-hYxIIO8S_HEi9w2lR9E6E7sngVm5OLg,
1408637391,,2021-10-30T23:13:16.820464,2021-10-31T05:13:16,False,1635657196,1635635496,0x4c2adfe772411f4528e132a54cd3c1d78334873b5160e8cecac671abfb43fc49,"{'asset': {'id': '17845', 'address': '0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7'}, 'schema': 'ERC721'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'DrBurry_1'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/26.png', 'address': '0x9048d24577d4c4bbf14f1020f20640b334f8c762', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",3.223999999999997e+18,32239999999999970,0.01,0,250,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7,0,0x23b872dd00000000000000000000000000000000000000000000000000000000000000000000000000000000000000009048d24577d4c4bbf14f1020f20640b334f8c76200000000000000000000000000000000000000000000000000000000000045b5,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4304.949999999999818000'}",3223999999999997000,0,1,49680166630692633297944908189894896205939461839351466910622026460013762736764,27.0,0x4823e799def561aedbd3dc829ed385be9fc78a6bdb23371eeca2ed19aa86c4dd,0x57dde2e2de5899dd4c71f53752985b80f50fe96a0f3d3eeabf478832535e45ba,False,False,False,False,0x5c7b93443c52f718627eed282f36cd988be3911bb58809407225743cfb5e5ee1,17845-0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7,0,250,Meebit #17845,,https://lh3.googleusercontent.com/JWpjacyWB8RzSfbwNfhVw0s2_lXD7fHnv1hB-38BFNiNbg9nNeBATjQK9N_jbvHXx9jwm9T5pv8_QIAeRgdvVAx-sxzvMfT7KuLLYHI,
1408637390,,2021-10-30T23:13:16.816528,2021-10-31T03:13:09,False,1635649989,1635635489,0x186ee4f561e55de4b0eec0a938795a8e302c34c3ffb7db103c09228106a09941,"{'asset': {'id': '6521', 'address': '0x4f89cd0cae1e54d98db6a80150a824a533502eea'}, 'schema': 'ERC721', 'referrerAddress': ''}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': None, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/2.png', 'address': '0x0edc7dd6182f071b5936b3973f0e35e4027b925d', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",3.992e+17,3992000000000000,0.01,0,500,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0x4f89cd0cae1e54d98db6a80150a824a533502eea,0,0x23b872dd00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000edc7dd6182f071b5936b3973f0e35e4027b925d0000000000000000000000000000000000000000000000000000000000001979,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4304.949999999999818000'}",399200000000000000,0,1,22092616288558270573685652248181245295507636363986715676953893563654522323447,27.0,0x120817c0f4d731ecb6757748fcbdd3ce5fbc9467256e52a2d5f1ca9d1b4f0f7d,0x2a3a2966430fe4cf5c13321e518059a57337765ce182235bb7f9c9fb03c7cda9,False,False,False,False,0xe773bb66505a6bdae68cc0ad17fe98879a4927a681dbb764e7ee31bbece62f42,6521-0x4f89cd0cae1e54d98db6a80150a824a533502eea,2,500,A peaceful creature that will follow you on your adventures through this digital psychedelic experience!,,https://lh3.googleusercontent.com/R8fjUSOgImAEM4uZJMEf8lcFnnJcb0AFgEWqlvLCKBZPMXJG3uLVZY0h7YM4uVR5hKrlDL3wPfVeE5BuOrhx0KHwRRpddzeiwpOFOg,
1408637389,,2021-10-30T23:13:16.805976,2021-10-31T05:13:16,False,1635657196,1635635496,0x4f50c0c039aee8f9e100144feed41a7c7061c15ec918e01d9036ea9a173e923f,"{'asset': {'id': '4053', 'address': '0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7'}, 'schema': 'ERC721'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'DrBurry_1'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/26.png', 'address': '0x9048d24577d4c4bbf14f1020f20640b334f8c762', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",3.213399999999997e+18,32133999999999970,0.01,0,250,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7,0,0x23b872dd00000000000000000000000000000000000000000000000000000000000000000000000000000000000000009048d24577d4c4bbf14f1020f20640b334f8c7620000000000000000000000000000000000000000000000000000000000000fd5,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4304.949999999999818000'}",3213399999999997000,0,1,68908685770444385789599427521225841294259410194759395462438172760112803342547,28.0,0xa5e116afe6e1c419b919c5a681daec7ac1e6d74bd99d851c070de04beb17b67d,0x1955bf1215a70a6b680f036b7caf19d779e1a23bd007d178e378ad2ccc15b821,False,False,False,False,0x3fba3fa700d54f52b74a5864594d4718928ea484177d7d8d945367c2ff350160,4053-0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7,0,250,Meebit #4053,,https://lh3.googleusercontent.com/7XM7B1ZMq098DOYE-joOXNheWSLgYN9e3QeWD8MbcvEnGIUwo-QWngci6hJIRg5gBuJrbY71jKB4t4pq6UoUevEOMrKyh2DZhbuLfw,
1408637388,,2021-10-30T23:13:16.800584,2021-10-31T05:13:16,False,1635657196,1635635496,0xd4b9dda884861e4cf2217ac80f12bd331830d5f5ef2537fbdb1b27274f38147a,"{'asset': {'id': '3557', 'address': '0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7'}, 'schema': 'ERC721'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'DrBurry_1'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/26.png', 'address': '0x9048d24577d4c4bbf14f1020f20640b334f8c762', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",3.243399999999996e+18,32433999999999960,0.01,0,250,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7,0,0x23b872dd00000000000000000000000000000000000000000000000000000000000000000000000000000000000000009048d24577d4c4bbf14f1020f20640b334f8c7620000000000000000000000000000000000000000000000000000000000000de5,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4304.949999999999818000'}",3243399999999996000,0,1,72894249821316406273119763689311110318334084685275362508691915482227142582076,28.0,0xd8ec8cd482f327b120f41b1db30ed3128412ca3c06cd2753a5039bc80941d709,0x12e5fce5277d7e5af2c3d1887173e6d9bfcbd2c38d0ede929f6592db3adc6f6d,False,False,False,False,0x6ac93c7e38ab47fb5f3e79405724143d8701e285455606ed52a8ffad6cf0dc26,3557-0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7,0,250,Meebit #3557,,https://lh3.googleusercontent.com/CnrzTi1Bab0mxmZlITZdGa52CyFEUa228Yjx_brihTm8g9A29Cgc7OgwVCw3drefjyXxHo46QDgWPO0PEu_jwe-iGZqVn_Tlqbg45A,
1408637387,,2021-10-30T23:13:16.796497,2021-10-31T05:13:16,False,1635657196,1635635496,0x1f1c39385d55696baae8256f1f52124c41a39e9da834ff4112deb0af2ca5e29f,"{'asset': {'id': '3408', 'address': '0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7'}, 'schema': 'ERC721'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'DrBurry_1'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/26.png', 'address': '0x9048d24577d4c4bbf14f1020f20640b334f8c762', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",3.163999999999993e+18,31639999999999926,0.01,0,250,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7,0,0x23b872dd00000000000000000000000000000000000000000000000000000000000000000000000000000000000000009048d24577d4c4bbf14f1020f20640b334f8c7620000000000000000000000000000000000000000000000000000000000000d50,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4304.949999999999818000'}",3163999999999992600,0,1,42516753286988282168374609060593697210161040837125717570176245797769409416179,28.0,0x31c58af0e4b3403d99125f7f2d6c4aeff53a6d8a70f56eb84e22934997ee10e3,0x28d3f8d134efd7039cfa02815b221c7abf5b367e3091b6dec3be61752cd51d89,False,False,False,False,0x582db06258044be261d126a7b51b337997249ac07d9f3c50cc90c2248c60aacc,3408-0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7,0,250,Meebit #3408,,https://lh3.googleusercontent.com/--rF_W_tst-5_7aHTOVURMFwWIABOZ4dyefnEh2OORJkzY8NlIt-BrcFaR_DKekxMVCBzFDLVFA02KsX0q4_lZoUTRlAT5R9008,
1408637386,,2021-10-30T23:13:16.789794,2021-10-31T03:13:11,False,1635649991,1635635491,0x19b20c6daf0e19e6b2f5a7fe23cfb8179e143f124f9cce20fd6107374c1d9f4f,"{'asset': {'id': '1909', 'address': '0x7cba74d0b16c8e18a9e48d3b7404d7739bb24f23'}, 'schema': 'ERC721', 'referrerAddress': ''}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': None, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/11.png', 'address': '0x29d45e8ce27f95b226850214ec7a05cad80b9b31', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",1.008e+17,1008000000000000,0.01,0,500,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0x7cba74d0b16c8e18a9e48d3b7404d7739bb24f23,0,0x23b872dd000000000000000000000000000000000000000000000000000000000000000000000000000000000000000029d45e8ce27f95b226850214ec7a05cad80b9b310000000000000000000000000000000000000000000000000000000000000775,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4304.949999999999818000'}",100800000000000000,0,1,65255859162952844093624433547800506461797478557339516034942278219072021926976,28.0,0x72ce5abad08baa1c8d5e0acb18a2e674ce153e748197052f1c8f6ca0fc8c50ea,0x666a93a02092698dd5f9c038ac2965656b1efe44411ed072178ec8351a239d0b,False,False,False,False,0xd10f89de23d24c2b99ded1dda65b758c448cf0d05207ba63f17e5a77845d7ac6,1909-0x7cba74d0b16c8e18a9e48d3b7404d7739bb24f23,2,500,"Fox Fam are a collection of unique, generative characters designed by Yum Yum Studio.",,https://lh3.googleusercontent.com/Rr_jN63wri-T5YRG1U0dMnOIAPP_5SNztJG6zdDI2nrDEXiys7ZeUmwtLIPW222l1Bq-Hi28f3McQxeufuMLeyDr62OtcCGMuwEa,
1408637385,,2021-10-30T23:13:16.779650,2021-10-31T05:13:16,False,1635657196,1635635496,0x55839cfdff63d41f3f5fadd9617e5c9b36b215a8f456da806f9930f3455e138b,"{'asset': {'id': '4952', 'address': '0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7'}, 'schema': 'ERC721'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'DrBurry_1'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/26.png', 'address': '0x9048d24577d4c4bbf14f1020f20640b334f8c762', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",3.2179999999999974e+18,32179999999999973,0.01,0,250,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7,0,0x23b872dd00000000000000000000000000000000000000000000000000000000000000000000000000000000000000009048d24577d4c4bbf14f1020f20640b334f8c7620000000000000000000000000000000000000000000000000000000000001358,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4304.949999999999818000'}",3217999999999997300,0,1,55854265878248028286131002560225514359866433557407573260594396042737863580983,28.0,0x60c2c4eb36ce79cf41b62e809cb72acf08c8c5f2f0cd3af68dee9ea05436d399,0x1210144dd722e76a8797d2ca2097e983b7e32c5408a192aacba05af816ae287f,False,False,False,False,0xed5ba66b90f4167fe2c7e3a070548728ede7ca1262b8b5caae70acab9a3d2ee9,4952-0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7,0,250,Meebit #4952,,https://lh3.googleusercontent.com/o4kioE3TuxYiLvy9NRBhpacpnqRCrG7YiSoFN68khx600JAZ3McAJbcaYQCUEWbH14j7sJ60W3U9Z7EWmj6i8zaQFX9sOc2wPNUhQw,
