id,created_date,closing_date,current_price,side,sale_kind,payment_token,payment_token_contract,base_price,creator_fee,description,external_link,image_url,animation_url,sale_duration
1416465741,2021-10-31T12:44:38.530199,2021-10-31T16:44:37,8.270000000000002e+16,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",82700000000000010,750.0,"3000 randomly generated 3D characters aping around the Ethereum blockchain. Every ape is created from 119 possible traits, where no 3 traits are equal, ensuring that each ape is highly unique! [Download your Chibi Ape as a PFP ready avatar.](https://gateway.pinata.cloud/ipfs/QmYG7wvq9HjvBemV4Pivy5kYApnuyLBy8FwxKM8tyHDZPj/2415.jpg)",,https://lh3.googleusercontent.com/jjg9L1id6Iap0A3dQLM_ZCxA0PTXbbuYNze4TEzljdCXdGH2PYn3XdioHVf2y75n-_083SO0Dyo7GA_XhAJTYd1eS2rw2viRTP4G4g,,0 days 03:59:58.469801
1416465739,2021-10-31T12:44:38.524539,2021-10-31T16:44:33,1.0903e+18,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",1090300000000000000,550.0,"A collection 8,888 Cute Chubby Pudgy Penquins sliding around on the freezing ETH blockchain.",,https://lh3.googleusercontent.com/iilXpdWssIo4FfmPi-Ua-T21BBzC3dBn3NeI6Qx9kSaPjCxmIEryPkgPGGrdpiqjKYMSR2GmmUe9kJ3klq53AGkmOTt1Ec_QgZhy,,0 days 03:59:54.475461
1416465739,2021-10-31T12:44:38.524539,2021-10-31T16:44:33,1.0903e+18,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",1090300000000000000,550.0,"A collection 8,888 Cute Chubby Pudgy Penquins sliding around on the freezing ETH blockchain.",,https://lh3.googleusercontent.com/iilXpdWssIo4FfmPi-Ua-T21BBzC3dBn3NeI6Qx9kSaPjCxmIEryPkgPGGrdpiqjKYMSR2GmmUe9kJ3klq53AGkmOTt1Ec_QgZhy,,0 days 03:59:54.475461
1416465738,2021-10-31T12:44:38.512050,2021-10-31T16:53:22,2.3e+17,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",230000000000000000,750.0,,,https://lh3.googleusercontent.com/LTK68m9Ck3PHdqZ1_VIuJah_cH1DmeUfOqNdzLewk9WX_0OR7A72ts9nQbexdtioIaB8Va7OT4VkO6bMok0BaTosVgNqxkrZLj01,,0 days 04:08:43.487950
1416465738,2021-10-31T12:44:38.512050,2021-10-31T16:53:22,2.3e+17,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",230000000000000000,750.0,,,https://lh3.googleusercontent.com/LTK68m9Ck3PHdqZ1_VIuJah_cH1DmeUfOqNdzLewk9WX_0OR7A72ts9nQbexdtioIaB8Va7OT4VkO6bMok0BaTosVgNqxkrZLj01,,0 days 04:08:43.487950
1416465737,2021-10-31T12:44:38.499917,2021-10-31T16:44:37,6.9426e+18,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",6942600000000000000,1000.0,"Simple and easily identifiable, each squiggle embodies the soul of the Art Blocks platform. Consider each my personal signature as an artist, developer, and tinkerer. Public minting of the Chromie Squiggle is permanently paused. They are now reserved for manual distribution to collectors and community members over a longer period of time. Please visit OpenSea to explore Squiggles available on the secondary market.",https://artblocks.io/token/4263,https://lh3.googleusercontent.com/qs0qLdc40ZpHVC6OLevKC1THtp4Lb7VcT4ZGyAKTEOTlKzAVV8xubLzXP4w4Ir1QBGR4LPMvrNSydSwAD2JlA4n5a9KOuMJbpqcMob4,https://generator.artblocks.io/4263,0 days 03:59:58.500083
1416465737,2021-10-31T12:44:38.499917,2021-10-31T16:44:37,6.9426e+18,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",6942600000000000000,1000.0,"Simple and easily identifiable, each squiggle embodies the soul of the Art Blocks platform. Consider each my personal signature as an artist, developer, and tinkerer. Public minting of the Chromie Squiggle is permanently paused. They are now reserved for manual distribution to collectors and community members over a longer period of time. Please visit OpenSea to explore Squiggles available on the secondary market.",https://artblocks.io/token/4263,https://lh3.googleusercontent.com/qs0qLdc40ZpHVC6OLevKC1THtp4Lb7VcT4ZGyAKTEOTlKzAVV8xubLzXP4w4Ir1QBGR4LPMvrNSydSwAD2JlA4n5a9KOuMJbpqcMob4,https://generator.artblocks.io/4263,0 days 03:59:58.500083
1416465736,2021-10-31T12:44:38.498528,2021-10-31T13:44:33,5.503400000000001e+18,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",5503400000000001000,500.0,,https://www.cyberkongz.com/kong/3714,https://lh3.googleusercontent.com/-a8Zzfq0Ch1EdXE32RoxIzLuk7yL8ThoZQU7Ep9voY76wIKUqd2baDMoPNa-LTbfvu4-ZxjaUTvFwk9viseRxs1YeNJ78srutYAepko,,0 days 00:59:54.501472
1416465736,2021-10-31T12:44:38.498528,2021-10-31T13:44:33,5.503400000000001e+18,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",5503400000000001000,500.0,,https://www.cyberkongz.com/kong/3714,https://lh3.googleusercontent.com/-a8Zzfq0Ch1EdXE32RoxIzLuk7yL8ThoZQU7Ep9voY76wIKUqd2baDMoPNa-LTbfvu4-ZxjaUTvFwk9viseRxs1YeNJ78srutYAepko,,0 days 00:59:54.501472
1416465735,2021-10-31T12:44:38.490164,2021-10-31T16:44:27,1.5201246153846152e+18,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",1520124615384615300,650.0,,,https://lh3.googleusercontent.com/YW5AH8JPDTvb5bfP0NwlCmd09rRvZzt47HJycP90DXyrLzHejwr3-0pNfo_unfdg4eXi1AbPoUmSDNcd4vGRAhEwJDbwlLopeGHjXA,,0 days 03:59:48.509836
1416465735,2021-10-31T12:44:38.490164,2021-10-31T16:44:27,1.5201246153846152e+18,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",1520124615384615300,650.0,,,https://lh3.googleusercontent.com/YW5AH8JPDTvb5bfP0NwlCmd09rRvZzt47HJycP90DXyrLzHejwr3-0pNfo_unfdg4eXi1AbPoUmSDNcd4vGRAhEwJDbwlLopeGHjXA,,0 days 03:59:48.509836
1416465734,2021-10-31T12:44:38.488756,2021-10-31T16:44:37,8.672e+17,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",867200000000000000,650.0,,,https://lh3.googleusercontent.com/v-_vomRz6Ncm_BXtIwzD55hB3rKVmiq8cQwFGiqCgb5stJVvS2wzPA5Nsan0Z2OQK1rPQsJfWmk_tdgeHbitZkmjlkPjb9DlnXJp,,0 days 03:59:58.511244
1416465734,2021-10-31T12:44:38.488756,2021-10-31T16:44:37,8.672e+17,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",867200000000000000,650.0,,,https://lh3.googleusercontent.com/v-_vomRz6Ncm_BXtIwzD55hB3rKVmiq8cQwFGiqCgb5stJVvS2wzPA5Nsan0Z2OQK1rPQsJfWmk_tdgeHbitZkmjlkPjb9DlnXJp,,0 days 03:59:58.511244
1416465733,2021-10-31T12:44:38.488520,2021-10-31T16:44:37,1.033e+17,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",103300000000000000,550.0,,https://wickedcranium.com/,https://lh3.googleusercontent.com/dsYBW3CCwPbX04EN_BKg-8qQhFt_LIkJG3mWnFCtKvAFqTsVw-_TVyiI6RHWApmTWxjnZemAaYq9dw5TYOP5LxwpapDnNiOMXr3j,,0 days 03:59:58.511480
1416465732,2021-10-31T12:44:38.480947,2021-10-31T16:44:36,2.314e+17,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",231400000000000000,650.0,Ether Cards Founder Series First Edition Card,https://explorer.ether.cards/#/founder/89,https://lh3.googleusercontent.com/vSVad7Qu02E7u0ycW_J-0ejahhRKj2HObUaRxqY_Pq9dOvpHPF44iAvc4VWtWGuXdDNJiOzgnqHTX5gRGpPe9eyEgqbb5QNqY68F,https://heroku.ether.cards/card-embed/89,0 days 03:59:57.519053
1416465731,2021-10-31T12:44:38.478788,2021-10-31T14:44:16,2.451e+17,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",245099999999999960,750.0,Cupcat NFT,https://www.cupcatnft.com,https://lh3.googleusercontent.com/6HXZpdH29gkPDB_Fwrfqm4di4MFJvUnrg42EHA_e1Kt2DaLdkvzbYEvsYQLU2-bynF7p1LVWeQwL3AFDYwx1gGLDI98YIBP7k0EGVg,,0 days 01:59:37.521212
1416465730,2021-10-31T12:44:38.465178,2021-10-31T14:44:27,2.2397e+18,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",2239700000000000000,750.0,"Loot is randomized adventurer gear generated and stored on chain. Stats, images, and other functionality are intentionally omitted for others to interpret. Feel free to use Loot in any way you want.",,https://storage.opensea.io/files/e6e23601a63f20eda3057b4723780a88.svg,,0 days 01:59:48.534822
1416465730,2021-10-31T12:44:38.465178,2021-10-31T14:44:27,2.2397e+18,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",2239700000000000000,750.0,"Loot is randomized adventurer gear generated and stored on chain. Stats, images, and other functionality are intentionally omitted for others to interpret. Feel free to use Loot in any way you want.",,https://storage.opensea.io/files/e6e23601a63f20eda3057b4723780a88.svg,,0 days 01:59:48.534822
1416465729,2021-10-31T12:44:38.461247,2021-10-31T16:44:37,2.20001e+17,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",220001000000000000,750.0,Original collection of your favorite 10k DEGENs 🎮,https://nifty-league.com/degens/4735,https://lh3.googleusercontent.com/Cd6_43qntehY4ttqSsnfAuII8hKhenOWk87Ql31uJ4XuijABNKHTzyeMsFebbqafvL4LxT2o7vz5-a9JK6CfgyUonqL-BG70uS0,,0 days 03:59:58.538753
1416465729,2021-10-31T12:44:38.461247,2021-10-31T16:44:37,2.20001e+17,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",220001000000000000,750.0,Original collection of your favorite 10k DEGENs 🎮,https://nifty-league.com/degens/4735,https://lh3.googleusercontent.com/Cd6_43qntehY4ttqSsnfAuII8hKhenOWk87Ql31uJ4XuijABNKHTzyeMsFebbqafvL4LxT2o7vz5-a9JK6CfgyUonqL-BG70uS0,,0 days 03:59:58.538753
1416465728,2021-10-31T12:44:38.461038,2021-10-31T14:00:00,2.961709999999992e+18,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",2961709999999992000,500.0,,,https://lh3.googleusercontent.com/bdvZiZhjdyGY2Y4onedrWrV06DGKN5QW6sPJnLFDu8vBax1ESkNy75O3RBQIym3S6TVvF1g8ZWsdB_Awwedftu7j8J0cs4Imn6TaZQ,,0 days 01:15:21.538962
1416465728,2021-10-31T12:44:38.461038,2021-10-31T14:00:00,2.961709999999992e+18,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",2961709999999992000,500.0,,,https://lh3.googleusercontent.com/bdvZiZhjdyGY2Y4onedrWrV06DGKN5QW6sPJnLFDu8vBax1ESkNy75O3RBQIym3S6TVvF1g8ZWsdB_Awwedftu7j8J0cs4Imn6TaZQ,,0 days 01:15:21.538962
1416465727,2021-10-31T12:44:38.459448,2021-10-31T16:44:33,1.429e+17,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",142900000000000000,250.0,N is just numbers.,,https://storage.opensea.io/files/7c378f88630f0398bafd7dcfd9d6a3e4.svg,,0 days 03:59:54.540552
1416465727,2021-10-31T12:44:38.459448,2021-10-31T16:44:33,1.429e+17,0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4210.239999999999782000'}",142900000000000000,250.0,N is just numbers.,,https://storage.opensea.io/files/7c378f88630f0398bafd7dcfd9d6a3e4.svg,,0 days 03:59:54.540552
